Year,measure,variable,value
1844,areaperGDP,Bulgaria,0
1845,areaperGDP,Bulgaria,0
1846,areaperGDP,Bulgaria,0
1847,areaperGDP,Bulgaria,0
1848,areaperGDP,Bulgaria,0
1849,areaperGDP,Bulgaria,0
1851,areaperGDP,Bulgaria,0
1852,areaperGDP,Bulgaria,0
1853,areaperGDP,Bulgaria,0
1854,areaperGDP,Bulgaria,0
1855,areaperGDP,Bulgaria,0
1856,areaperGDP,Bulgaria,0
1857,areaperGDP,Bulgaria,0
1858,areaperGDP,Bulgaria,0
1859,areaperGDP,Bulgaria,0
1860,areaperGDP,Bulgaria,0
1861,areaperGDP,Bulgaria,0
1862,areaperGDP,Bulgaria,0
1863,areaperGDP,Bulgaria,0
1864,areaperGDP,Bulgaria,0
1865,areaperGDP,Bulgaria,0
1866,areaperGDP,Bulgaria,0
1867,areaperGDP,Bulgaria,0
1868,areaperGDP,Bulgaria,0
1869,areaperGDP,Bulgaria,0
1870,areaperGDP,Bulgaria,0
1871,areaperGDP,Bulgaria,0
1872,areaperGDP,Bulgaria,0
1873,areaperGDP,Bulgaria,0
1874,areaperGDP,Bulgaria,0
1875,areaperGDP,Bulgaria,0
1876,areaperGDP,Bulgaria,0
1877,areaperGDP,Bulgaria,0
1878,areaperGDP,Bulgaria,0
1879,areaperGDP,Bulgaria,0
1880,areaperGDP,Bulgaria,0
1881,areaperGDP,Bulgaria,0
1882,areaperGDP,Bulgaria,0
1883,areaperGDP,Bulgaria,0
1884,areaperGDP,Bulgaria,0
1885,areaperGDP,Bulgaria,0
1886,areaperGDP,Bulgaria,0
1887,areaperGDP,Bulgaria,0
1888,areaperGDP,Bulgaria,0
1889,areaperGDP,Bulgaria,0
1890,areaperGDP,Bulgaria,0
1891,areaperGDP,Bulgaria,0
1892,areaperGDP,Bulgaria,0
1893,areaperGDP,Bulgaria,0
1894,areaperGDP,Bulgaria,0
1895,areaperGDP,Bulgaria,0
1896,areaperGDP,Bulgaria,0
1897,areaperGDP,Bulgaria,0
1898,areaperGDP,Bulgaria,0
1899,areaperGDP,Bulgaria,30
1900,areaperGDP,Bulgaria,0
1901,areaperGDP,Bulgaria,0
1902,areaperGDP,Bulgaria,0
1903,areaperGDP,Bulgaria,0
1904,areaperGDP,Bulgaria,0
1905,areaperGDP,Bulgaria,20
1906,areaperGDP,Bulgaria,0
1907,areaperGDP,Bulgaria,0
1908,areaperGDP,Bulgaria,0
1909,areaperGDP,Bulgaria,0
1910,areaperGDP,Bulgaria,0
1915,areaperGDP,Bulgaria,0
1916,areaperGDP,Bulgaria,0
1917,areaperGDP,Bulgaria,0
1918,areaperGDP,Bulgaria,0
1919,areaperGDP,Bulgaria,0
1920,areaperGDP,Bulgaria,0
1921,areaperGDP,Bulgaria,8
1922,areaperGDP,Bulgaria,0
1923,areaperGDP,Bulgaria,0
1924,areaperGDP,Bulgaria,11
1925,areaperGDP,Bulgaria,9
1926,areaperGDP,Bulgaria,10
1927,areaperGDP,Bulgaria,11
1928,areaperGDP,Bulgaria,11
1929,areaperGDP,Bulgaria,11
1930,areaperGDP,Bulgaria,11
1931,areaperGDP,Bulgaria,11
1932,areaperGDP,Bulgaria,12
1933,areaperGDP,Bulgaria,10
1934,areaperGDP,Bulgaria,12
1935,areaperGDP,Bulgaria,11
1936,areaperGDP,Bulgaria,9
1937,areaperGDP,Bulgaria,9
1938,areaperGDP,Bulgaria,9
1939,areaperGDP,Bulgaria,11
1940,areaperGDP,Bulgaria,12
1941,areaperGDP,Bulgaria,14
1942,areaperGDP,Bulgaria,14
1943,areaperGDP,Bulgaria,14
1944,areaperGDP,Bulgaria,16
1945,areaperGDP,Bulgaria,20
1946,areaperGDP,Bulgaria,0
1947,areaperGDP,Bulgaria,0
1948,areaperGDP,Bulgaria,0
1949,areaperGDP,Bulgaria,0
1950,areaperGDP,Bulgaria,12
1951,areaperGDP,Bulgaria,10
1952,areaperGDP,Bulgaria,10
1953,areaperGDP,Bulgaria,9
1954,areaperGDP,Bulgaria,9
1955,areaperGDP,Bulgaria,9
1956,areaperGDP,Bulgaria,9
1957,areaperGDP,Bulgaria,8
1958,areaperGDP,Bulgaria,8
1959,areaperGDP,Bulgaria,8
1960,areaperGDP,Bulgaria,7
1961,areaperGDP,Bulgaria,7
1962,areaperGDP,Bulgaria,7
1963,areaperGDP,Bulgaria,6
1964,areaperGDP,Bulgaria,6
1965,areaperGDP,Bulgaria,6
1966,areaperGDP,Bulgaria,5
1967,areaperGDP,Bulgaria,5
1968,areaperGDP,Bulgaria,5
1969,areaperGDP,Bulgaria,5
1970,areaperGDP,Bulgaria,4
1971,areaperGDP,Bulgaria,4
1972,areaperGDP,Bulgaria,3
1973,areaperGDP,Bulgaria,3
1974,areaperGDP,Bulgaria,3
1975,areaperGDP,Bulgaria,3
1976,areaperGDP,Bulgaria,3
1977,areaperGDP,Bulgaria,3
1978,areaperGDP,Bulgaria,2
1979,areaperGDP,Bulgaria,3
1980,areaperGDP,Bulgaria,3
1981,areaperGDP,Bulgaria,3
1982,areaperGDP,Bulgaria,2
1983,areaperGDP,Bulgaria,2
1984,areaperGDP,Bulgaria,2
1985,areaperGDP,Bulgaria,2
1986,areaperGDP,Bulgaria,2
1987,areaperGDP,Bulgaria,2
1988,areaperGDP,Bulgaria,2
1989,areaperGDP,Bulgaria,2
1990,areaperGDP,Bulgaria,2
1991,areaperGDP,Bulgaria,3
1992,areaperGDP,Bulgaria,3
1993,areaperGDP,Bulgaria,2
1994,areaperGDP,Bulgaria,2
1995,areaperGDP,Bulgaria,2
1996,areaperGDP,Bulgaria,2
1997,areaperGDP,Bulgaria,2
1998,areaperGDP,Bulgaria,2
1999,areaperGDP,Bulgaria,2
2000,areaperGDP,Bulgaria,2
2001,areaperGDP,Bulgaria,2
2002,areaperGDP,Bulgaria,2
2003,areaperGDP,Bulgaria,2
1879,areaperGDP,Croatia,0
1880,areaperGDP,Croatia,0
1881,areaperGDP,Croatia,0
1882,areaperGDP,Croatia,0
1883,areaperGDP,Croatia,0
1884,areaperGDP,Croatia,0
1885,areaperGDP,Croatia,0
1886,areaperGDP,Croatia,0
1887,areaperGDP,Croatia,0
1888,areaperGDP,Croatia,0
1889,areaperGDP,Croatia,0
1890,areaperGDP,Croatia,0
1891,areaperGDP,Croatia,0
1892,areaperGDP,Croatia,0
1893,areaperGDP,Croatia,0
1894,areaperGDP,Croatia,0
1895,areaperGDP,Croatia,0
1896,areaperGDP,Croatia,0
1897,areaperGDP,Croatia,0
1898,areaperGDP,Croatia,0
1899,areaperGDP,Croatia,0
1900,areaperGDP,Croatia,0
1901,areaperGDP,Croatia,0
1902,areaperGDP,Croatia,0
1903,areaperGDP,Croatia,0
1904,areaperGDP,Croatia,0
1905,areaperGDP,Croatia,0
1906,areaperGDP,Croatia,0
1907,areaperGDP,Croatia,0
1908,areaperGDP,Croatia,0
1909,areaperGDP,Croatia,0
1910,areaperGDP,Croatia,0
1911,areaperGDP,Croatia,0
1912,areaperGDP,Croatia,0
1913,areaperGDP,Croatia,0
1914,areaperGDP,Croatia,0
1915,areaperGDP,Croatia,0
1920,areaperGDP,Croatia,0
1921,areaperGDP,Croatia,0
1922,areaperGDP,Croatia,0
1923,areaperGDP,Croatia,0
1924,areaperGDP,Croatia,0
1925,areaperGDP,Croatia,0
1926,areaperGDP,Croatia,0
1927,areaperGDP,Croatia,0
1928,areaperGDP,Croatia,0
1929,areaperGDP,Croatia,0
1930,areaperGDP,Croatia,0
1931,areaperGDP,Croatia,0
1932,areaperGDP,Croatia,0
1933,areaperGDP,Croatia,0
1934,areaperGDP,Croatia,0
1935,areaperGDP,Croatia,0
1936,areaperGDP,Croatia,0
1937,areaperGDP,Croatia,0
1938,areaperGDP,Croatia,0
1939,areaperGDP,Croatia,0
1940,areaperGDP,Croatia,0
1941,areaperGDP,Croatia,0
1942,areaperGDP,Croatia,0
1943,areaperGDP,Croatia,0
1944,areaperGDP,Croatia,0
1945,areaperGDP,Croatia,0
1946,areaperGDP,Croatia,0
1947,areaperGDP,Croatia,0
1948,areaperGDP,Croatia,0
1949,areaperGDP,Croatia,0
1950,areaperGDP,Croatia,0
1951,areaperGDP,Croatia,0
1952,areaperGDP,Croatia,0
1953,areaperGDP,Croatia,0
1954,areaperGDP,Croatia,0
1955,areaperGDP,Croatia,0
1956,areaperGDP,Croatia,0
1957,areaperGDP,Croatia,0
1958,areaperGDP,Croatia,0
1959,areaperGDP,Croatia,0
1960,areaperGDP,Croatia,0
1961,areaperGDP,Croatia,0
1962,areaperGDP,Croatia,0
1963,areaperGDP,Croatia,0
1964,areaperGDP,Croatia,0
1965,areaperGDP,Croatia,0
1966,areaperGDP,Croatia,0
1967,areaperGDP,Croatia,0
1968,areaperGDP,Croatia,0
1969,areaperGDP,Croatia,0
1970,areaperGDP,Croatia,0
1971,areaperGDP,Croatia,0
1972,areaperGDP,Croatia,0
1973,areaperGDP,Croatia,0
1974,areaperGDP,Croatia,0
1975,areaperGDP,Croatia,0
1976,areaperGDP,Croatia,0
1977,areaperGDP,Croatia,0
1978,areaperGDP,Croatia,0
1979,areaperGDP,Croatia,0
1980,areaperGDP,Croatia,0
1981,areaperGDP,Croatia,0
1982,areaperGDP,Croatia,0
1983,areaperGDP,Croatia,0
1984,areaperGDP,Croatia,0
1985,areaperGDP,Croatia,0
1986,areaperGDP,Croatia,0
1987,areaperGDP,Croatia,0
1988,areaperGDP,Croatia,0
1989,areaperGDP,Croatia,0
1990,areaperGDP,Croatia,0
1991,areaperGDP,Croatia,0
1992,areaperGDP,Croatia,2
1993,areaperGDP,Croatia,2
1994,areaperGDP,Croatia,2
1995,areaperGDP,Croatia,1
1996,areaperGDP,Croatia,1
1997,areaperGDP,Croatia,1
1998,areaperGDP,Croatia,1
1999,areaperGDP,Croatia,1
2000,areaperGDP,Croatia,1
2001,areaperGDP,Croatia,1
2002,areaperGDP,Croatia,1
2003,areaperGDP,Croatia,1
2004,areaperGDP,Croatia,1
2005,areaperGDP,Croatia,0
2006,areaperGDP,Croatia,0
2007,areaperGDP,Croatia,0
2008,areaperGDP,Croatia,0
2009,areaperGDP,Croatia,0
2010,areaperGDP,Croatia,0
2011,areaperGDP,Croatia,0
2012,areaperGDP,Croatia,0
2013,areaperGDP,Croatia,0
2014,areaperGDP,Croatia,0
2015,areaperGDP,Croatia,0
2016,areaperGDP,Croatia,0
2017,areaperGDP,Croatia,0
2018,areaperGDP,Croatia,0
1835,areaperGDP,Georgia,0
1836,areaperGDP,Georgia,0
1837,areaperGDP,Georgia,0
1838,areaperGDP,Georgia,0
1839,areaperGDP,Georgia,0
1840,areaperGDP,Georgia,0
1841,areaperGDP,Georgia,0
1842,areaperGDP,Georgia,0
1843,areaperGDP,Georgia,0
1844,areaperGDP,Georgia,0
1845,areaperGDP,Georgia,0
1846,areaperGDP,Georgia,0
1847,areaperGDP,Georgia,0
1848,areaperGDP,Georgia,0
1849,areaperGDP,Georgia,0
1850,areaperGDP,Georgia,0
1851,areaperGDP,Georgia,0
1853,areaperGDP,Georgia,0
1854,areaperGDP,Georgia,0
1855,areaperGDP,Georgia,0
1856,areaperGDP,Georgia,0
1857,areaperGDP,Georgia,0
1858,areaperGDP,Georgia,0
1859,areaperGDP,Georgia,0
1860,areaperGDP,Georgia,0
1861,areaperGDP,Georgia,0
1862,areaperGDP,Georgia,0
1863,areaperGDP,Georgia,0
1864,areaperGDP,Georgia,0
1865,areaperGDP,Georgia,0
1866,areaperGDP,Georgia,0
1867,areaperGDP,Georgia,0
1868,areaperGDP,Georgia,0
1869,areaperGDP,Georgia,0
1870,areaperGDP,Georgia,0
1871,areaperGDP,Georgia,0
1872,areaperGDP,Georgia,0
1873,areaperGDP,Georgia,0
1874,areaperGDP,Georgia,0
1875,areaperGDP,Georgia,0
1876,areaperGDP,Georgia,0
1877,areaperGDP,Georgia,0
1878,areaperGDP,Georgia,0
1879,areaperGDP,Georgia,0
1939,areaperGDP,Georgia,0
1940,areaperGDP,Georgia,0
1941,areaperGDP,Georgia,0
1942,areaperGDP,Georgia,0
1943,areaperGDP,Georgia,0
1944,areaperGDP,Georgia,0
1945,areaperGDP,Georgia,0
1946,areaperGDP,Georgia,0
1947,areaperGDP,Georgia,0
1948,areaperGDP,Georgia,0
1949,areaperGDP,Georgia,0
1950,areaperGDP,Georgia,0
1951,areaperGDP,Georgia,0
1952,areaperGDP,Georgia,0
1953,areaperGDP,Georgia,0
1954,areaperGDP,Georgia,0
1955,areaperGDP,Georgia,0
1956,areaperGDP,Georgia,0
1957,areaperGDP,Georgia,0
1958,areaperGDP,Georgia,0
1959,areaperGDP,Georgia,0
1960,areaperGDP,Georgia,0
1961,areaperGDP,Georgia,0
1962,areaperGDP,Georgia,0
1963,areaperGDP,Georgia,0
1964,areaperGDP,Georgia,0
1965,areaperGDP,Georgia,0
1966,areaperGDP,Georgia,0
1967,areaperGDP,Georgia,0
1968,areaperGDP,Georgia,0
1969,areaperGDP,Georgia,0
1970,areaperGDP,Georgia,0
1971,areaperGDP,Georgia,0
1972,areaperGDP,Georgia,0
1973,areaperGDP,Georgia,0
1974,areaperGDP,Georgia,0
1975,areaperGDP,Georgia,0
1976,areaperGDP,Georgia,0
1977,areaperGDP,Georgia,0
1978,areaperGDP,Georgia,0
1979,areaperGDP,Georgia,0
1980,areaperGDP,Georgia,0
1981,areaperGDP,Georgia,0
1982,areaperGDP,Georgia,0
1983,areaperGDP,Georgia,0
1984,areaperGDP,Georgia,0
1985,areaperGDP,Georgia,0
1986,areaperGDP,Georgia,0
1987,areaperGDP,Georgia,0
1988,areaperGDP,Georgia,0
1989,areaperGDP,Georgia,0
1990,areaperGDP,Georgia,0
1991,areaperGDP,Georgia,0
1992,areaperGDP,Georgia,4
1993,areaperGDP,Georgia,6
1994,areaperGDP,Georgia,6
1995,areaperGDP,Georgia,6
1996,areaperGDP,Georgia,5
1997,areaperGDP,Georgia,5
1998,areaperGDP,Georgia,4
1999,areaperGDP,Georgia,4
2000,areaperGDP,Georgia,4
2001,areaperGDP,Georgia,3
2002,areaperGDP,Georgia,1
2003,areaperGDP,Georgia,3
2004,areaperGDP,Georgia,2
2005,areaperGDP,Georgia,2
2006,areaperGDP,Georgia,1
2007,areaperGDP,Georgia,1
2008,areaperGDP,Georgia,1
2009,areaperGDP,Georgia,1
2010,areaperGDP,Georgia,1
2011,areaperGDP,Georgia,1
2012,areaperGDP,Georgia,1
2013,areaperGDP,Georgia,1
2014,areaperGDP,Georgia,1
2015,areaperGDP,Georgia,1
2016,areaperGDP,Georgia,1
2017,areaperGDP,Georgia,0
2018,areaperGDP,Georgia,0
1835,areaperGDP,Hungary,0
1836,areaperGDP,Hungary,0
1837,areaperGDP,Hungary,0
1838,areaperGDP,Hungary,0
1839,areaperGDP,Hungary,0
1840,areaperGDP,Hungary,0
1841,areaperGDP,Hungary,0
1842,areaperGDP,Hungary,0
1843,areaperGDP,Hungary,0
1844,areaperGDP,Hungary,0
1845,areaperGDP,Hungary,0
1846,areaperGDP,Hungary,0
1847,areaperGDP,Hungary,0
1848,areaperGDP,Hungary,0
1849,areaperGDP,Hungary,0
1850,areaperGDP,Hungary,0
1851,areaperGDP,Hungary,0
1852,areaperGDP,Hungary,0
1854,areaperGDP,Hungary,0
1855,areaperGDP,Hungary,0
1856,areaperGDP,Hungary,0
1857,areaperGDP,Hungary,0
1858,areaperGDP,Hungary,0
1859,areaperGDP,Hungary,0
1860,areaperGDP,Hungary,0
1861,areaperGDP,Hungary,0
1862,areaperGDP,Hungary,0
1863,areaperGDP,Hungary,0
1864,areaperGDP,Hungary,0
1865,areaperGDP,Hungary,0
1866,areaperGDP,Hungary,0
1867,areaperGDP,Hungary,0
1868,areaperGDP,Hungary,0
1869,areaperGDP,Hungary,0
1870,areaperGDP,Hungary,0
1871,areaperGDP,Hungary,0
1872,areaperGDP,Hungary,0
1873,areaperGDP,Hungary,0
1874,areaperGDP,Hungary,0
1875,areaperGDP,Hungary,0
1876,areaperGDP,Hungary,0
1877,areaperGDP,Hungary,0
1878,areaperGDP,Hungary,0
1879,areaperGDP,Hungary,0
1880,areaperGDP,Hungary,0
1881,areaperGDP,Hungary,0
1882,areaperGDP,Hungary,0
1883,areaperGDP,Hungary,0
1884,areaperGDP,Hungary,0
1885,areaperGDP,Hungary,0
1886,areaperGDP,Hungary,0
1887,areaperGDP,Hungary,0
1888,areaperGDP,Hungary,0
1889,areaperGDP,Hungary,0
1890,areaperGDP,Hungary,24
1891,areaperGDP,Hungary,0
1892,areaperGDP,Hungary,0
1893,areaperGDP,Hungary,0
1894,areaperGDP,Hungary,0
1895,areaperGDP,Hungary,0
1896,areaperGDP,Hungary,0
1897,areaperGDP,Hungary,0
1898,areaperGDP,Hungary,0
1899,areaperGDP,Hungary,0
1900,areaperGDP,Hungary,15
1901,areaperGDP,Hungary,0
1902,areaperGDP,Hungary,0
1903,areaperGDP,Hungary,0
1904,areaperGDP,Hungary,0
1905,areaperGDP,Hungary,0
1906,areaperGDP,Hungary,0
1907,areaperGDP,Hungary,0
1908,areaperGDP,Hungary,0
1909,areaperGDP,Hungary,0
1910,areaperGDP,Hungary,12
1911,areaperGDP,Hungary,0
1912,areaperGDP,Hungary,0
1913,areaperGDP,Hungary,12
1914,areaperGDP,Hungary,0
1915,areaperGDP,Hungary,0
1916,areaperGDP,Hungary,0
1917,areaperGDP,Hungary,0
1918,areaperGDP,Hungary,0
1919,areaperGDP,Hungary,0
1920,areaperGDP,Hungary,11
1921,areaperGDP,Hungary,0
1922,areaperGDP,Hungary,0
1923,areaperGDP,Hungary,0
1924,areaperGDP,Hungary,14
1925,areaperGDP,Hungary,11
1930,areaperGDP,Hungary,10
1931,areaperGDP,Hungary,10
1932,areaperGDP,Hungary,11
1933,areaperGDP,Hungary,10
1934,areaperGDP,Hungary,9
1935,areaperGDP,Hungary,9
1936,areaperGDP,Hungary,9
1937,areaperGDP,Hungary,9
1938,areaperGDP,Hungary,8
1939,areaperGDP,Hungary,8
1999,areaperGDP,Hungary,1
2000,areaperGDP,Hungary,1
2001,areaperGDP,Hungary,1
2002,areaperGDP,Hungary,1
2003,areaperGDP,Hungary,1
2004,areaperGDP,Hungary,1
2005,areaperGDP,Hungary,1
2006,areaperGDP,Hungary,0
2007,areaperGDP,Hungary,0
2008,areaperGDP,Hungary,0
2009,areaperGDP,Hungary,0
2010,areaperGDP,Hungary,0
